연,월,일,온도,위치
2018,1,11,-11.1,서울
2018,1,12,-10.2,서울
2018,1,13,-4.4,서울
2018,1,14,0.6,서울
2018,1,15,4.7,서울
2018,1,16,3.5,서울
2018,1,17,4.5,서울
2018,1,18,2.1,서울
2018,1,19,1.0,서울
2018,1,20,2.2,서울
2018,1,21,0.4,서울
2018,1,22,0.2,서울
2018,1,23,-11.7,서울
2018,1,24,-14.2,서울
2018,1,25,-14.0,서울
2018,1,26,-14.8,서울
2018,1,27,-9.9,서울
2018,1,28,-6.3,서울
2018,1,29,-8.5,서울
2018,1,30,-5.3,서울
2018,1,31,-2.6,서울
2018,2,1,-4.0,서울
2018,2,2,-2.4,서울
2018,2,3,-7.3,서울
2018,2,4,-9.5,서울
2018,2,5,-9.4,서울
2018,2,6,-10.1,서울
2018,2,7,-8.0,서울
2018,2,8,-4.4,서울
2018,2,9,0.4,서울
2018,2,10,-0.5,서울
2018,2,11,-6.1,서울
2018,2,12,-5.8,서울
2018,2,13,-0.8,서울
2018,2,14,3.5,서울
2018,2,15,-0.7,서울
2018,2,16,-1.1,서울
2018,2,17,-3.0,서울
2018,2,18,-0.4,서울
2018,2,19,1.8,서울
2018,2,20,0.9,서울
2018,2,21,-0.9,서울
2018,2,22,1.3,서울
2018,2,23,4.2,서울
2018,2,24,2.4,서울
2018,2,25,1.9,서울
2018,2,26,3.1,서울
2018,2,27,4.2,서울
2018,2,28,4.6,서울
2018,3,1,-0.2,서울
2018,3,2,-0.7,서울
2018,3,3,7.9,서울
2018,3,4,9.8,서울
2018,3,5,5.5,서울
2018,3,6,4.5,서울
2018,3,7,6.4,서울
2018,3,8,4.6,서울
2018,3,9,4.5,서울
2018,3,10,4.6,서울
2018,3,11,6.4,서울
2018,3,12,8.0,서울
2018,3,13,12.4,서울
2018,3,14,17.0,서울
2018,3,15,12.4,서울
2018,3,16,7.1,서울
2018,3,17,6.6,서울
2018,3,18,8.2,서울
2018,3,19,8.0,서울
2018,3,20,4.7,서울
2018,3,21,2.1,서울
2018,3,22,4.9,서울
2018,3,23,6.1,서울
2018,3,24,7.6,서울
2018,3,25,9.6,서울
2018,3,26,11.0,서울
2018,3,27,13.3,서울
2018,3,28,14.0,서울
2018,3,29,15.4,서울
2018,3,30,14.8,서울
2018,3,31,14.0,서울
2018,4,1,15.6,서울
2018,4,2,18.4,서울
2018,4,3,17.8,서울
2018,4,4,13.4,서울
2018,4,5,7.6,서울
2018,4,6,5.8,서울
2018,4,7,4.2,서울
2018,4,8,3.9,서울
2018,4,9,7.9,서울
2018,4,10,15.1,서울
2018,4,11,12.6,서울
2018,4,12,13.3,서울
2018,4,13,14.6,서울
2018,4,14,9.0,서울
2018,4,15,9.5,서울
2018,4,16,11.6,서울
2018,4,17,12.9,서울
2018,4,18,12.4,서울
2018,4,19,14.0,서울
2018,4,20,18.4,서울
2018,4,21,18.7,서울
2018,4,22,15.5,서울
2018,4,23,9.3,서울
2018,4,24,12.1,서울
2018,4,25,14.6,서울
2018,4,26,14.9,서울
2018,4,27,15.7,서울
2018,4,28,15.4,서울
2018,4,29,16.2,서울
2018,4,30,19.2,서울
2018,5,1,20.4,서울
2018,5,2,15.1,서울
2018,5,3,11.2,서울
2018,5,4,14.1,서울
2018,5,5,18.3,서울
2018,5,6,16.6,서울
2018,5,7,19.2,서울
2018,5,8,17.5,서울
2018,5,9,15.7,서울
2018,5,10,15.4,서울
2018,5,11,16.1,서울
2018,5,12,14.2,서울
2018,5,13,15.8,서울
2018,5,14,18.2,서울
2018,5,15,23.2,서울
2018,5,16,22.3,서울
2018,5,17,20.9,서울
2018,5,18,16.3,서울
2018,5,19,17.6,서울
2018,5,20,17.0,서울
2018,5,21,17.8,서울
2018,5,22,18.1,서울
2018,5,23,17.3,서울
2018,5,24,18.3,서울
2018,5,25,19.7,서울
2018,5,26,21.8,서울
2018,5,27,20.3,서울
2018,5,28,22.3,서울
2018,5,29,21.4,서울
2018,5,30,20.2,서울
2018,5,31,20.9,서울
2018,6,1,23.8,서울
2018,6,2,23.4,서울
2018,6,3,24.0,서울
2018,6,4,22.6,서울
2018,6,5,23.7,서울
2018,6,6,23.0,서울
2018,6,7,22.2,서울
2018,6,8,21.9,서울
2018,6,9,23.7,서울
2018,6,10,21.3,서울
2018,6,11,20.2,서울
2018,6,12,21.3,서울
2018,6,13,22.0,서울
2018,6,14,21.6,서울
2018,6,15,21.7,서울
2018,6,16,22.5,서울
2018,6,17,22.8,서울
2018,6,18,24.8,서울
2018,6,19,22.4,서울
2018,6,20,22.7,서울
2018,6,21,23.7,서울
2018,6,22,25.0,서울
2018,6,23,24.5,서울
2018,6,24,25.2,서울
2018,6,25,27.1,서울
2018,6,26,22.3,서울
2018,6,27,22.3,서울
2018,6,28,23.3,서울
2018,6,29,24.7,서울
2018,6,30,24.4,서울
2018,7,1,21.9,서울
2018,7,2,22.6,서울
2018,7,3,27.4,서울
2018,7,4,27.3,서울
2018,7,5,25.3,서울
2018,7,6,23.9,서울
2018,7,7,23.7,서울
2018,7,8,23.3,서울
2018,7,9,20.8,서울
2018,7,10,23.7,서울
2018,7,11,26.8,서울
2018,7,12,26.6,서울
2018,7,13,27.3,서울
2018,7,14,27.9,서울
2018,7,15,28.3,서울
2018,7,16,28.7,서울
2018,7,17,28.1,서울
2018,7,18,28.2,서울
2018,7,19,28.7,서울
2018,7,20,29.5,서울
2018,7,21,30.6,서울
2018,7,22,31.8,서울
2018,7,23,31.7,서울
2018,7,24,31.4,서울
2018,7,25,30.1,서울
2018,7,26,30.1,서울
2018,7,27,30.9,서울
2018,7,28,29.5,서울
2018,7,29,31.3,서울
2018,7,30,31.7,서울
2018,7,31,32.6,서울
2018,8,1,33.6,서울
2018,8,2,33.7,서울
2018,8,3,33.1,서울
2018,8,4,31.1,서울
2018,8,5,30.0,서울
2018,8,6,30.5,서울
2018,8,7,30.5,서울
2018,8,8,31.0,서울
2018,8,9,28.8,서울
2018,8,10,30.7,서울
2018,8,11,31.0,서울
2018,8,12,30.6,서울
2018,8,13,30.5,서울
2018,8,14,31.7,서울
2018,8,15,31.7,서울
2018,8,16,29.9,서울
2018,8,17,27.2,서울
2018,8,18,26.7,서울
2018,8,19,28.2,서울
2018,8,20,29.1,서울
2018,8,21,26.6,서울
2018,8,22,30.7,서울
2018,8,23,29.4,서울
2018,8,24,24.4,서울
2018,8,25,25.2,서울
2018,8,26,23.2,서울
2018,8,27,22.7,서울
2018,8,28,23.7,서울
2018,8,29,25.2,서울
2018,8,30,25.3,서울
2018,8,31,25.6,서울
2018,9,1,25.5,서울
2018,9,2,25.1,서울
2018,9,3,23.3,서울
2018,9,4,23.2,서울
2018,9,5,24.0,서울
2018,9,6,24.1,서울
2018,9,7,22.0,서울
2018,9,8,21.7,서울
2018,9,9,22.2,서울
2018,9,10,22.9,서울
2018,9,11,21.6,서울
2018,9,12,22.8,서울
2018,9,13,23.5,서울
2018,9,14,23.5,서울
2018,9,15,23.3,서울
2018,9,16,22.2,서울
2018,9,17,22.3,서울
2018,9,18,22.0,서울
2018,9,19,22.1,서울
2018,9,20,19.0,서울
2018,9,21,19.4,서울
2018,9,22,20.8,서울
2018,9,23,19.4,서울
2018,9,24,17.6,서울
2018,9,25,17.8,서울
2018,9,26,19.4,서울
2018,9,27,18.9,서울
2018,9,28,17.5,서울
2018,9,29,20.2,서울
2018,9,30,17.6,서울
2018,10,1,15.4,서울
2018,10,2,15.9,서울
2018,10,3,17.3,서울
2018,10,4,19.3,서울
2018,10,5,16.9,서울
2018,10,6,18.0,서울
2018,10,7,16.4,서울
2018,10,8,14.8,서울
2018,10,9,15.3,서울
2018,10,10,12.0,서울
2018,10,11,9.7,서울
2018,10,12,10.9,서울
2018,10,13,12.5,서울
2018,10,14,13.2,서울
2018,10,15,15.2,서울
2018,10,16,14.5,서울
2018,10,17,12.4,서울
2018,10,18,12.7,서울
2018,10,19,13.1,서울
2018,10,20,13.4,서울
2018,10,21,13.4,서울
2018,10,22,14.0,서울
2018,10,23,12.2,서울
2018,10,24,12.5,서울
2018,10,25,13.8,서울
2018,10,26,12.2,서울
2018,10,27,8.7,서울
2018,10,28,8.3,서울
2018,10,29,7.2,서울
2018,10,30,6.1,서울
2018,10,31,7.4,서울
2018,11,1,8.4,서울
2018,11,2,10.6,서울
2018,11,3,11.2,서울
2018,11,4,11.6,서울
2018,11,5,11.9,서울
2018,11,6,12.2,서울
2018,11,7,12.8,서울
2018,11,8,11.8,서울
2018,11,9,12.1,서울
2018,11,10,11.9,서울
2018,11,11,8.1,서울
2018,11,12,8.1,서울
2018,11,13,8.8,서울
2018,11,14,9.8,서울
2018,11,15,9.7,서울
2018,11,16,8.8,서울
2018,11,17,4.9,서울
2018,11,18,6.1,서울
2018,11,19,6.5,서울
2018,11,20,6.5,서울
2018,11,21,5.8,서울
2018,11,22,2.3,서울
2018,11,23,1.9,서울
2018,11,24,2.6,서울
2018,11,25,4.8,서울
2018,11,26,6.3,서울
2018,11,27,7.1,서울
2018,11,28,5.0,서울
2018,11,29,3.5,서울
2018,11,30,2.7,서울
2018,12,1,5.5,서울
2018,12,2,8.2,서울
2018,12,3,11.5,서울
2018,12,4,6.7,서울
2018,12,5,0.0,서울
2018,12,6,2.4,서울
2018,12,7,-7.3,서울
2018,12,8,-8.3,서울
2018,12,9,-7.2,서울
2018,12,10,-2.5,서울
2018,12,11,0.2,서울
2018,12,12,-1.9,서울
2018,12,13,-2.2,서울
2018,12,14,-4.4,서울
2018,12,15,-2.4,서울
2018,12,16,0.0,서울
2018,12,17,1.6,서울
2018,12,18,2.6,서울
2018,12,19,4.0,서울
2018,12,20,3.4,서울
2018,12,21,5.6,서울
2018,12,22,6.9,서울
2018,12,23,2.4,서울
2018,12,24,-2.3,서울
2018,12,25,0.6,서울
2018,12,26,-1.5,서울
2018,12,27,-10.1,서울
2018,12,28,-10.5,서울
2018,12,29,-7.6,서울
2018,12,30,-6.8,서울
2018,12,31,-5.4,서울
2019,1,1,-5.0,서울
